comment_id,comment_text,sentiment,stance,topic,source,project_name,date_submitted,provenance_url
CMT17250,"The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values. Additionally, The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.",Negative,Oppose,Transport,MoEFCC_attachment,Hydropower Dam Project,09-12-2022,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/17250
CMT03432,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Neutral,Oppose,Land Acquisition,NGO_submission,Solar Park Initiative,27-09-2022,https://example.org/NGO_submission/Solar_Park_Initiative/3432
CMT46131,The proposed Afforestation Program will create jobs but the EIA report fails to address long-term pollution impacts near Uttar Pradesh.,Neutral,Neutral,Transport,MyGov_discussion,Afforestation Program,12-11-2024,https://example.org/MyGov_discussion/Afforestation_Program/46131
CMT01793,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Negative,Neutral,Renewable Energy,Manthan_compilation,Afforestation Program,21-11-2023,https://example.org/Manthan_compilation/Afforestation_Program/1793
CMT04866,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Conditional Support,Agriculture,Manthan_compilation,Solar Park Initiative,22-08-2024,https://example.org/Manthan_compilation/Solar_Park_Initiative/4866
CMT27416,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Suggestion Only,Governance,MoEFCC_attachment,Irrigation Canal Project,10-11-2023,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/27416
CMT17915,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Oppose,Livelihood,MyGov_discussion,Riverfront Development Project,18-10-2023,https://example.org/MyGov_discussion/Riverfront_Development_Project/17915
CMT37333,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Neutral,Neutral,Agriculture,MyGov_discussion,Hydropower Dam Project,23-02-2025,https://example.org/MyGov_discussion/Hydropower_Dam_Project/37333
CMT07593,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Positive,Support,Transport,Manthan_compilation,Thermal Power Expansion,21-07-2025,https://example.org/Manthan_compilation/Thermal_Power_Expansion/7593
CMT47135,"The proposed site is too close to residential areas and risks public health due to air and noise pollution. Additionally, Please ensure that solid waste management plans comply with SWM rules and include segregation at source.",Negative,Suggestion Only,Tribal Rights,NGO_submission,Afforestation Program,28-03-2023,https://example.org/NGO_submission/Afforestation_Program/47135
CMT44991,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Conditional Support,Land Acquisition,NGO_submission,Hydropower Dam Project,13-02-2024,https://example.org/NGO_submission/Hydropower_Dam_Project/44991
CMT40269,"This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards. Additionally, The public hearing process lacked transparency; many villagers did not receive notice and could not participate.",Positive,Support,Pollution,NGO_submission,Industrial Park Phase II,28-02-2024,https://example.org/NGO_submission/Industrial_Park_Phase_II/40269
CMT05170,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Conditional Support,Renewable Energy,NGO_submission,Mining Lease Proposal,18-05-2023,https://example.org/NGO_submission/Mining_Lease_Proposal/5170
CMT35152,"The government should include special provisions for tribal rights and meaningful consent in the decision-making process. Additionally, The government should include special provisions for tribal rights and meaningful consent in the decision-making process.",Positive,Neutral,Pollution,Manthan_compilation,Hydropower Dam Project,06-06-2023,https://example.org/Manthan_compilation/Hydropower_Dam_Project/35152
CMT46636,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Land Acquisition,NGO_submission,Solar Park Initiative,27-05-2025,https://example.org/NGO_submission/Solar_Park_Initiative/46636
CMT32958,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Neutral,Pollution,MyGov_discussion,Urban Metro Line,05-01-2024,https://example.org/MyGov_discussion/Urban_Metro_Line/32958
CMT40262,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Conditional Support,Land Acquisition,NGO_submission,Industrial Park Phase II,21-04-2023,https://example.org/NGO_submission/Industrial_Park_Phase_II/40262
CMT11808,The proposed Urban Metro Line will create jobs but the EIA report fails to address long-term pollution impacts near Punjab.,Neutral,Oppose,Waste Management,MyGov_discussion,Urban Metro Line,03-12-2025,https://example.org/MyGov_discussion/Urban_Metro_Line/11808
CMT42049,"The proposed site is too close to residential areas and risks public health due to air and noise pollution. Additionally, No proper groundwater recharge study has been provided; this could worsen water scarcity locally.",Mixed,Oppose,Tribal Rights,NGO_submission,Afforestation Program,09-12-2023,https://example.org/NGO_submission/Afforestation_Program/42049
CMT02711,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Suggestion Only,Governance,NGO_submission,Mining Lease Proposal,03-01-2025,https://example.org/NGO_submission/Mining_Lease_Proposal/2711
CMT12884,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.  kripya is par dhyan dein.,Neutral,Oppose,Land Acquisition,MyGov_discussion,Afforestation Program,06-03-2025,https://example.org/MyGov_discussion/Afforestation_Program/12884
CMT46276,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Conditional Support,Education,MyGov_discussion,Afforestation Program,17-11-2025,https://example.org/MyGov_discussion/Afforestation_Program/46276
CMT44109,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Assam.,Mixed,Oppose,Public Health,NGO_submission,Coastal Highway,16-06-2023,https://example.org/NGO_submission/Coastal_Highway/44109
CMT05228,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Neutral,Conditional Support,Renewable Energy,MyGov_discussion,Mining Lease Proposal,11-07-2024,https://example.org/MyGov_discussion/Mining_Lease_Proposal/5228
CMT34402,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Transport,Manthan_compilation,Hydropower Dam Project,27-05-2024,https://example.org/Manthan_compilation/Hydropower_Dam_Project/34402
CMT46087,The proposed Mining Lease Proposal will create jobs but the EIA report fails to address long-term pollution impacts near Uttarakhand.,Neutral,Neutral,Public Health,NGO_submission,Mining Lease Proposal,25-04-2023,https://example.org/NGO_submission/Mining_Lease_Proposal/46087
CMT05187,"The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.  is issue bahut important hai. Additionally, The proposed Hydropower Dam Project will create jobs but the EIA report fails to address long-term pollution impacts near Punjab.",Mixed,Suggestion Only,Infrastructure,MyGov_discussion,Hydropower Dam Project,27-10-2025,https://example.org/MyGov_discussion/Hydropower_Dam_Project/5187
CMT13710,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Suggestion Only,Renewable Energy,Manthan_compilation,Thermal Power Expansion,10-10-2024,https://example.org/Manthan_compilation/Thermal_Power_Expansion/13710
CMT18173,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Negative,Oppose,Infrastructure,MyGov_discussion,Coastal Highway,20-05-2024,https://example.org/MyGov_discussion/Coastal_Highway/18173
CMT39230,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Support,Waste Management,MoEFCC_attachment,Urban Metro Line,28-12-2023,https://example.org/MoEFCC_attachment/Urban_Metro_Line/39230
CMT02580,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Public Health,NGO_submission,Plastic Recycling Facility,31-10-2022,https://example.org/NGO_submission/Plastic_Recycling_Facility/2580
CMT35601,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.  is issue bahut important hai.,Positive,Suggestion Only,Agriculture,MyGov_discussion,Industrial Park Phase II,20-10-2022,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/35601
CMT38533,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Waste Management,Manthan_compilation,Plastic Recycling Facility,10-10-2023,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/38533
CMT29485,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Neutral,Education,NGO_submission,Thermal Power Expansion,19-09-2022,https://example.org/NGO_submission/Thermal_Power_Expansion/29485
CMT25443,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Oppose,Governance,Manthan_compilation,Industrial Park Phase II,23-10-2022,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/25443
CMT46698,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Suggestion Only,Transport,Manthan_compilation,Solar Park Initiative,10-09-2023,https://example.org/Manthan_compilation/Solar_Park_Initiative/46698
CMT01585,"No proper groundwater recharge study has been provided; this could worsen water scarcity locally. Additionally, This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.",Negative,Suggestion Only,Environment,NGO_submission,Industrial Park Phase II,11-02-2025,https://example.org/NGO_submission/Industrial_Park_Phase_II/1585
CMT47460,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Positive,Neutral,Infrastructure,Manthan_compilation,Hydropower Dam Project,20-09-2022,https://example.org/Manthan_compilation/Hydropower_Dam_Project/47460
CMT18330,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Oppose,Biodiversity,Manthan_compilation,Coastal Highway,19-06-2024,https://example.org/Manthan_compilation/Coastal_Highway/18330
CMT08189,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Negative,Suggestion Only,Transport,MoEFCC_attachment,Urban Metro Line,08-04-2025,https://example.org/MoEFCC_attachment/Urban_Metro_Line/8189
CMT08932,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Punjab.,Negative,Suggestion Only,Waste Management,MoEFCC_attachment,Mining Lease Proposal,27-11-2022,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/8932
CMT33141,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Oppose,Public Health,MyGov_discussion,Industrial Park Phase II,20-09-2022,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/33141
CMT21589,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Negative,Oppose,Livelihood,NGO_submission,Plastic Recycling Facility,17-10-2024,https://example.org/NGO_submission/Plastic_Recycling_Facility/21589
CMT30814,Please provide a clear plan for wastewater treatment and monitoring before approving this project.  is issue bahut important hai.,Neutral,Oppose,Education,NGO_submission,Thermal Power Expansion,26-11-2023,https://example.org/NGO_submission/Thermal_Power_Expansion/30814
CMT45261,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.  kripya is par dhyan dein.,Positive,Suggestion Only,Environment,Manthan_compilation,Plastic Recycling Facility,23-02-2023,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/45261
CMT04868,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Support,Public Health,MoEFCC_attachment,Waste-to-Energy Plant,04-02-2024,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/4868
CMT09101,The proposed Plastic Recycling Facility will create jobs but the EIA report fails to address long-term pollution impacts near Chhattisgarh.  yeh hamare liye zaroori hai.,Positive,Support,Livelihood,NGO_submission,Plastic Recycling Facility,27-11-2022,https://example.org/NGO_submission/Plastic_Recycling_Facility/9101
CMT21007,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Transport,Manthan_compilation,Industrial Park Phase II,20-06-2025,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/21007
CMT42996,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Mixed,Conditional Support,Agriculture,NGO_submission,Coastal Highway,18-04-2025,https://example.org/NGO_submission/Coastal_Highway/42996
CMT28564,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Suggestion Only,Education,NGO_submission,Afforestation Program,15-10-2022,https://example.org/NGO_submission/Afforestation_Program/28564
CMT41966,"The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values. Additionally, The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.",Negative,Suggestion Only,Agriculture,MoEFCC_attachment,Urban Metro Line,17-04-2024,https://example.org/MoEFCC_attachment/Urban_Metro_Line/41966
CMT21029,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Conditional Support,Environment,Manthan_compilation,Hydropower Dam Project,21-09-2023,https://example.org/Manthan_compilation/Hydropower_Dam_Project/21029
CMT21398,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.  is issue bahut important hai.,Positive,Oppose,Biodiversity,Manthan_compilation,Solar Park Initiative,28-05-2023,https://example.org/Manthan_compilation/Solar_Park_Initiative/21398
CMT30759,"There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats. Additionally, This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.",Mixed,Oppose,Biodiversity,NGO_submission,Waste-to-Energy Plant,03-06-2023,https://example.org/NGO_submission/Waste-to-Energy_Plant/30759
CMT26870,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Assam.,Negative,Suggestion Only,Land Acquisition,Manthan_compilation,Irrigation Canal Project,16-09-2025,https://example.org/Manthan_compilation/Irrigation_Canal_Project/26870
CMT01705,The proposed Coastal Highway will create jobs but the EIA report fails to address long-term pollution impacts near Maharashtra.,Neutral,Oppose,Pollution,MyGov_discussion,Coastal Highway,15-09-2023,https://example.org/MyGov_discussion/Coastal_Highway/1705
CMT41474,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Oppose,Tribal Rights,NGO_submission,Solar Park Initiative,27-01-2025,https://example.org/NGO_submission/Solar_Park_Initiative/41474
CMT49579,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Suggestion Only,Waste Management,MoEFCC_attachment,Irrigation Canal Project,21-04-2024,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/49579
CMT47743,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Mixed,Oppose,Pollution,MoEFCC_attachment,Irrigation Canal Project,19-06-2025,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/47743
CMT11569,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Oppose,Infrastructure,MyGov_discussion,Solar Park Initiative,14-04-2025,https://example.org/MyGov_discussion/Solar_Park_Initiative/11569
CMT31449,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Oppose,Education,NGO_submission,Solar Park Initiative,12-05-2023,https://example.org/NGO_submission/Solar_Park_Initiative/31449
CMT30879,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Oppose,Transport,Manthan_compilation,Waste-to-Energy Plant,29-12-2023,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/30879
CMT34155,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Oppose,Water Management,MyGov_discussion,Riverfront Development Project,04-08-2024,https://example.org/MyGov_discussion/Riverfront_Development_Project/34155
CMT08408,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Support,Agriculture,Manthan_compilation,Thermal Power Expansion,15-09-2022,https://example.org/Manthan_compilation/Thermal_Power_Expansion/8408
CMT45877,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Maharashtra.,Negative,Suggestion Only,Transport,MyGov_discussion,Irrigation Canal Project,13-03-2023,https://example.org/MyGov_discussion/Irrigation_Canal_Project/45877
CMT10017,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Positive,Suggestion Only,Land Acquisition,MyGov_discussion,Solar Park Initiative,20-12-2023,https://example.org/MyGov_discussion/Solar_Park_Initiative/10017
CMT11045,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Positive,Oppose,Agriculture,MoEFCC_attachment,Thermal Power Expansion,11-06-2024,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/11045
CMT28438,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.  kripya is par dhyan dein.,Positive,Support,Education,MyGov_discussion,Coastal Highway,20-07-2024,https://example.org/MyGov_discussion/Coastal_Highway/28438
CMT27225,"The proposal's timeline is unrealistic; request an extended public consultation period for thorough review. Additionally, The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.",Positive,Suggestion Only,Livelihood,MyGov_discussion,Afforestation Program,15-08-2025,https://example.org/MyGov_discussion/Afforestation_Program/27225
CMT25454,The proposed site is too close to residential areas and risks public health due to air and noise pollution.  iska samadhan jaldi chahiye.,Negative,Suggestion Only,Transport,MyGov_discussion,Mining Lease Proposal,15-11-2025,https://example.org/MyGov_discussion/Mining_Lease_Proposal/25454
CMT04422,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Conditional Support,Education,MoEFCC_attachment,Thermal Power Expansion,30-08-2023,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/4422
CMT01277,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.  kripya is par dhyan dein.,Positive,Conditional Support,Livelihood,MyGov_discussion,Irrigation Canal Project,16-04-2025,https://example.org/MyGov_discussion/Irrigation_Canal_Project/1277
CMT27244,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Mixed,Oppose,Public Health,NGO_submission,Urban Metro Line,17-05-2024,https://example.org/NGO_submission/Urban_Metro_Line/27244
CMT00331,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Education,Manthan_compilation,Mining Lease Proposal,26-10-2023,https://example.org/Manthan_compilation/Mining_Lease_Proposal/331
CMT20295,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Suggestion Only,Agriculture,Manthan_compilation,Irrigation Canal Project,25-05-2025,https://example.org/Manthan_compilation/Irrigation_Canal_Project/20295
CMT02433,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Mixed,Neutral,Tribal Rights,Manthan_compilation,Thermal Power Expansion,10-06-2024,https://example.org/Manthan_compilation/Thermal_Power_Expansion/2433
CMT06348,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Mixed,Oppose,Water Management,MyGov_discussion,Solar Park Initiative,10-05-2024,https://example.org/MyGov_discussion/Solar_Park_Initiative/6348
CMT31810,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Neutral,Oppose,Tribal Rights,MoEFCC_attachment,Riverfront Development Project,07-03-2025,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/31810
CMT23469,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Positive,Neutral,Infrastructure,MyGov_discussion,Industrial Park Phase II,17-05-2025,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/23469
CMT17392,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Infrastructure,NGO_submission,Plastic Recycling Facility,19-08-2024,https://example.org/NGO_submission/Plastic_Recycling_Facility/17392
CMT36045,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Conditional Support,Tribal Rights,Manthan_compilation,Waste-to-Energy Plant,24-07-2024,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/36045
CMT39581,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Suggestion Only,Transport,MoEFCC_attachment,Coastal Highway,06-08-2025,https://example.org/MoEFCC_attachment/Coastal_Highway/39581
CMT20256,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Negative,Neutral,Governance,NGO_submission,Coastal Highway,15-11-2022,https://example.org/NGO_submission/Coastal_Highway/20256
CMT26720,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Conditional Support,Environment,MoEFCC_attachment,Riverfront Development Project,04-07-2023,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/26720
CMT09726,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Positive,Conditional Support,Land Acquisition,MoEFCC_attachment,Mining Lease Proposal,02-10-2023,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/9726
CMT42726,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Support,Agriculture,MyGov_discussion,Mining Lease Proposal,04-09-2025,https://example.org/MyGov_discussion/Mining_Lease_Proposal/42726
CMT14846,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Governance,MyGov_discussion,Riverfront Development Project,22-04-2024,https://example.org/MyGov_discussion/Riverfront_Development_Project/14846
CMT04884,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Support,Waste Management,NGO_submission,Mining Lease Proposal,10-06-2023,https://example.org/NGO_submission/Mining_Lease_Proposal/4884
CMT40466,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Mixed,Conditional Support,Agriculture,MyGov_discussion,Mining Lease Proposal,22-12-2023,https://example.org/MyGov_discussion/Mining_Lease_Proposal/40466
CMT41337,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.  iska samadhan jaldi chahiye.,Negative,Oppose,Tribal Rights,NGO_submission,Hydropower Dam Project,29-09-2023,https://example.org/NGO_submission/Hydropower_Dam_Project/41337
CMT09799,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Suggestion Only,Waste Management,NGO_submission,Mining Lease Proposal,29-03-2024,https://example.org/NGO_submission/Mining_Lease_Proposal/9799
CMT16430,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Oppose,Infrastructure,MoEFCC_attachment,Waste-to-Energy Plant,02-10-2024,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/16430
CMT04265,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Support,Livelihood,MyGov_discussion,Industrial Park Phase II,10-02-2025,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/4265
CMT28502,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Public Health,NGO_submission,Irrigation Canal Project,23-07-2023,https://example.org/NGO_submission/Irrigation_Canal_Project/28502
CMT48837,The proposed Hydropower Dam Project will create jobs but the EIA report fails to address long-term pollution impacts near Bihar.  local logon ka sahyog lena zaroori hai.,Positive,Conditional Support,Renewable Energy,Manthan_compilation,Hydropower Dam Project,15-02-2025,https://example.org/Manthan_compilation/Hydropower_Dam_Project/48837
CMT19786,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Neutral,Oppose,Agriculture,MyGov_discussion,Riverfront Development Project,20-04-2025,https://example.org/MyGov_discussion/Riverfront_Development_Project/19786
CMT15632,"The proposal's timeline is unrealistic; request an extended public consultation period for thorough review. Additionally, No proper groundwater recharge study has been provided; this could worsen water scarcity locally.",Positive,Conditional Support,Water Management,NGO_submission,Irrigation Canal Project,03-12-2025,https://example.org/NGO_submission/Irrigation_Canal_Project/15632
CMT11902,The proposed Riverfront Development Project will create jobs but the EIA report fails to address long-term pollution impacts near Assam.,Mixed,Conditional Support,Environment,NGO_submission,Riverfront Development Project,22-10-2023,https://example.org/NGO_submission/Riverfront_Development_Project/11902
CMT16113,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Biodiversity,Manthan_compilation,Coastal Highway,01-10-2023,https://example.org/Manthan_compilation/Coastal_Highway/16113
CMT03716,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Support,Governance,MoEFCC_attachment,Industrial Park Phase II,29-11-2022,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/3716
CMT43726,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Neutral,Public Health,MyGov_discussion,Waste-to-Energy Plant,29-08-2022,https://example.org/MyGov_discussion/Waste-to-Energy_Plant/43726
CMT01181,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Support,Livelihood,MoEFCC_attachment,Irrigation Canal Project,13-08-2023,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/1181
CMT06068,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.  is issue bahut important hai.,Positive,Conditional Support,Governance,Manthan_compilation,Thermal Power Expansion,04-09-2022,https://example.org/Manthan_compilation/Thermal_Power_Expansion/6068
CMT36254,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Bihar.,Negative,Oppose,Environment,NGO_submission,Riverfront Development Project,08-01-2025,https://example.org/NGO_submission/Riverfront_Development_Project/36254
CMT41884,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Negative,Oppose,Education,MyGov_discussion,Irrigation Canal Project,01-03-2023,https://example.org/MyGov_discussion/Irrigation_Canal_Project/41884
CMT00950,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Support,Biodiversity,Manthan_compilation,Urban Metro Line,18-01-2023,https://example.org/Manthan_compilation/Urban_Metro_Line/950
CMT36503,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.  yeh hamare liye zaroori hai.,Mixed,Suggestion Only,Pollution,MyGov_discussion,Industrial Park Phase II,06-09-2025,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/36503
CMT08201,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Positive,Neutral,Tribal Rights,NGO_submission,Riverfront Development Project,28-12-2024,https://example.org/NGO_submission/Riverfront_Development_Project/8201
CMT49181,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Support,Renewable Energy,Manthan_compilation,Mining Lease Proposal,27-08-2022,https://example.org/Manthan_compilation/Mining_Lease_Proposal/49181
CMT48905,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Suggestion Only,Biodiversity,MyGov_discussion,Industrial Park Phase II,04-05-2024,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/48905
CMT48862,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Oppose,Water Management,MyGov_discussion,Coastal Highway,27-01-2023,https://example.org/MyGov_discussion/Coastal_Highway/48862
CMT42700,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Education,Manthan_compilation,Afforestation Program,29-08-2022,https://example.org/Manthan_compilation/Afforestation_Program/42700
CMT44391,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Tamil Nadu.,Mixed,Oppose,Renewable Energy,MyGov_discussion,Thermal Power Expansion,06-11-2024,https://example.org/MyGov_discussion/Thermal_Power_Expansion/44391
CMT12147,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Karnataka.,Negative,Suggestion Only,Governance,Manthan_compilation,Afforestation Program,10-03-2023,https://example.org/Manthan_compilation/Afforestation_Program/12147
CMT29209,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Mixed,Support,Education,NGO_submission,Solar Park Initiative,15-11-2022,https://example.org/NGO_submission/Solar_Park_Initiative/29209
CMT37982,"The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values. Additionally, The proposed site is too close to residential areas and risks public health due to air and noise pollution.",Mixed,Suggestion Only,Governance,Manthan_compilation,Urban Metro Line,27-06-2023,https://example.org/Manthan_compilation/Urban_Metro_Line/37982
CMT20970,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Support,Environment,Manthan_compilation,Hydropower Dam Project,12-11-2025,https://example.org/Manthan_compilation/Hydropower_Dam_Project/20970
CMT07991,The proposed Industrial Park Phase II will create jobs but the EIA report fails to address long-term pollution impacts near Punjab.  yeh hamare liye zaroori hai.,Neutral,Neutral,Land Acquisition,MoEFCC_attachment,Industrial Park Phase II,08-09-2022,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/7991
CMT04673,The proposed Afforestation Program will create jobs but the EIA report fails to address long-term pollution impacts near Odisha.,Negative,Neutral,Water Management,Manthan_compilation,Afforestation Program,17-06-2025,https://example.org/Manthan_compilation/Afforestation_Program/4673
